,id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
4186,4187,3,1,2,63,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,37,19,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5301,5302,1,0,3,111,11,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,16,88,0,0,0,0,0.1732283465,0.2881355932,0,1,0,0,0,0.0078740157,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
2923,2924,2,1,4,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,27,17,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6588,6589,3,1,3,77,5,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,51,0,0,0,0,0.1393568147,0.7142857143,0,1,0,1,0,0.0168453292,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
1810,1811,1,0,3,58,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,13,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3486,3487,2,1,4,40,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,15,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7419,7420,1,0,4,75,0,0,0,0,7,0,0,0,0,9,1,1,0,0,1,0,11,57,0,0,0,0,0.0804597701,1.0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,-1,1,-1,1,0
3141,3142,2,1,8,89,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,13,69,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
9347,9348,2,1,4,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,29,0,0,0,0,0.010989011,0.3333333333,0,1,0,1,0,0.0384615385,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
1324,1325,3,1,3,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,24,0,0,0,0,1.0,0.0769230769,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
4312,4313,3,0,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,19,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7494,7495,1,0,4,64,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,7,37,12,0,0,0,0.2,0.5333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
8702,8703,2,1,0,53,1,1,0,0,0,0,2,1,0,2,1,0,0,0,0,0,25,1,19,0,0,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
8691,8692,1,0,2,45,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,23,0,0,0,0,0.2,0.2307692308,0,1,0,0,0,0.0352941176,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
9503,9504,4,1,2,59,0,0,0,0,0,0,1,0,0,10,1,0,0,0,1,0,15,16,20,0,0,0,0.0985915493,0.0631578947,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
5541,5542,2,0,1,61,0,0,0,0,0,0,2,1,0,4,1,1,0,0,0,0,16,15,22,0,0,0,0.0603448276,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
6172,6173,2,0,3,61,1,0,0,0,1,1,0,0,0,5,1,1,0,0,1,0,9,34,10,0,0,0,0.12,0.0588235294,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1540,1541,3,0,4,48,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,15,26,0,0,0,0,0.0,0.6428571429,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1
9409,9410,2,1,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0.0705128205,0.320754717,0,1,0,0,0,0.0128205128,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2681,2682,3,0,6,157,4,0,0,0,0,0,1,0,0,51,1,1,0,0,1,0,17,95,37,0,0,0,0.0,0.0416666667,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
9882,9883,2,1,2,57,1,1,0,0,0,0,0,0,0,9,1,1,0,0,0,0,20,30,0,0,0,0,0.3157894737,0.3333333333,0,0,0,0,0,0.0701754386,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6313,6314,1,0,2,132,13,0,0,0,0,0,1,0,0,7,1,1,0,0,0,0,11,104,9,0,0,0,0.4202898551,1.0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,0,0
1191,1192,2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,20,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
5293,5294,1,0,0,97,2,0,0,0,5,0,4,3,0,13,1,1,0,0,0,0,10,1,78,0,0,0,0.0675675676,0.2461538462,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0
1542,1543,5,1,4,81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,49,0,0,0,1,0.0,1.0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
7056,7057,1,0,2,67,1,0,0,0,0,0,2,1,0,5,1,1,0,0,0,0,21,23,15,0,0,0,0.3725490196,0.3424657534,1,1,1,0,1,0.0,0,0,0,0,1,1,0,0,1,0,1,-1,0,0,0
2539,2540,4,1,4,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,28,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
953,954,3,0,6,76,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,48,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,-1,1
7241,7242,2,0,2,67,0,0,0,0,1,0,2,1,0,4,1,0,0,0,0,0,18,18,23,0,0,0,0.0697674419,0.1052631579,0,1,1,0,0,0.0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0
6731,6732,1,0,6,106,12,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,17,82,0,0,0,0,0.375,0.2727272727,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0
4846,4847,2,0,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,28,0,0,1,0,0.9111111111,0.8571428571,0,1,0,0,0,0.0888888889,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
6801,6802,2,1,3,151,1,0,0,0,11,0,1,0,0,4,1,1,0,0,1,0,32,99,12,0,0,0,0.1121495327,0.0697674419,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
8010,8011,1,0,2,61,7,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,7,47,0,0,0,0,0.1338582677,0.9882352941,1,1,1,0,0,0.0866141732,0,0,0,0,1,1,0,0,1,0,-1,1,-1,1,0
4330,4331,3,1,4,128,4,1,0,0,2,3,0,0,0,5,1,1,0,0,0,0,21,100,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
8924,8925,1,0,0,37,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,18,1,10,0,0,0,0.34375,0.1875,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
5334,5335,2,1,9,136,9,0,0,0,0,0,0,0,0,24,1,1,0,0,1,0,19,110,0,0,0,0,0.0583657588,0.359375,0,1,0,0,0,0.0077821012,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,0
7330,7331,3,1,2,68,3,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,20,41,0,0,0,0,0.3620689655,0.4,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9348,9349,2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0.2359550562,0.4146341463,0,1,0,0,0,0.0224719101,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
4729,4730,2,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,14,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
6541,6542,1,0,3,103,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,74,0,0,0,0,0.1379310345,0.3571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
5305,5306,1,0,6,115,11,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,21,87,0,0,0,0,0.0882352941,0.5254237288,0,1,0,0,0,0.0294117647,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
5161,5162,2,0,2,77,6,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,22,48,0,0,0,0,0.0769230769,0.3225806452,0,1,0,0,0,0.0307692308,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
7860,7861,2,1,5,83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,51,0,0,0,0,0.0166666667,0.8139534884,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
2156,2157,3,1,4,69,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,26,36,0,0,0,0,0.0227272727,1.0,1,1,0,0,0,0.9772727273,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
1062,1063,2,0,2,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,14,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1167,1168,3,1,6,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,46,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
3636,3637,2,1,3,94,1,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,29,58,0,0,1,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,-1,1,1,1,1,1
7651,7652,3,2,2,91,7,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,18,66,0,0,0,0,0.4035087719,1.0,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0
5588,5589,2,1,18,139,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,24,108,0,0,0,0,0.1363636364,0.1052631579,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
7192,7193,3,2,3,96,11,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,25,64,0,0,0,0,0.0333333333,0.5,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,-1,1,1,0,1,0
4491,4492,3,0,4,87,1,0,0,0,0,4,0,0,0,12,1,1,0,0,1,0,20,60,0,0,0,0,1.0,0.16,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
7266,7267,2,1,5,102,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,12,83,0,0,0,0,0.14375,0.1481481481,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
4980,4981,2,1,4,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8335,8336,1,0,3,59,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,40,0,0,0,1,0.1136363636,0.0625,0,0,0,0,0,0.2272727273,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
9952,9953,2,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,0,0,0,0.1370786517,0.9210526316,0,0,0,0,0,0.0561797753,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
4946,4947,2,1,6,95,1,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,35,53,0,0,0,0,0.0,0.0714285714,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,-1,1,1,1,-1,1
2782,2783,2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,26,0,0,0,0,0.0,0.2857142857,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
717,718,3,0,3,37,1,0,0,0,0,0,0,0,0,12,1,0,1,0,1,0,12,18,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
2502,2503,2,0,2,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,21,0,0,0,0,0.9111111111,0.8571428571,0,1,0,0,0,0.0888888889,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
4360,4361,1,0,5,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,31,0,0,0,0,1.0,0.1052631579,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
4171,4172,2,0,4,59,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,38,0,0,1,0,0.75,0.2222222222,1,1,0,0,0,0.125,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
8082,8083,2,1,3,70,0,0,0,0,4,0,0,0,0,7,1,1,0,0,0,0,20,43,0,0,0,0,0.171875,0.9444444444,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0
9760,9761,2,1,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0.5714285714,0.0,0,0,0,0,0,0.1071428571,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,0
395,396,2,0,3,44,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,10,27,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7186,7187,2,1,1,75,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,18,7,42,0,0,0,0.8219178082,0.8867924528,0,1,0,0,0,0.0,1,0,0,0,1,1,0,0,1,0,-1,1,0,-1,0
9822,9823,2,1,3,56,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,34,0,0,0,0,0.0792079208,0.2,0,1,1,0,0,0.0247524752,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
4492,4493,2,0,5,66,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1365,1366,3,1,2,50,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,25,18,0,0,0,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1
9526,9527,3,1,4,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,30,0,0,0,0,0.0689655172,0.7435897436,0,0,0,0,0,0.0172413793,0,0,0,0,1,1,0,0,1,0,-1,1,0,1,0
8787,8788,3,1,2,29,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,7,0,0,0,0,0.15625,0.2608695652,0,1,0,0,0,0.25,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
5917,5918,3,1,3,82,4,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,22,53,0,0,0,0,0.6035242291,0.974789916,0,1,0,0,0,0.0088105727,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0
4968,4969,2,0,6,80,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,55,0,0,1,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
2914,2915,2,1,5,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,29,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5644,5645,2,0,2,61,0,0,0,0,0,0,1,0,0,12,1,1,0,0,0,0,17,28,8,0,0,0,0.0722891566,0.0879120879,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
3766,3767,3,2,4,109,5,4,0,0,0,0,0,0,0,18,1,1,0,1,1,0,57,45,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
3440,3441,3,2,5,121,5,4,0,0,0,0,0,0,0,20,1,1,0,1,1,0,66,48,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
7357,7358,4,1,2,130,0,0,0,0,0,8,1,0,0,15,1,0,0,0,0,0,22,11,89,0,1,0,0.1279069767,0.48,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
6806,6807,2,1,1,78,2,0,0,0,0,2,2,1,0,16,1,0,0,0,0,0,15,9,46,0,0,0,0.0432432432,0.0588235294,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
2143,2144,3,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,13,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1,1
5104,5105,2,0,1,68,0,0,0,0,1,0,3,2,0,4,1,1,0,0,0,0,10,10,40,0,0,0,0.03,0.2272727273,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5073,5074,3,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,0,0,0,0.0984682713,0.0380434783,0,1,0,0,0,0.010940919,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
1571,1572,2,1,2,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,5,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
4079,4080,2,1,5,66,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,32,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1122,1123,6,4,2,70,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,36,27,0,0,0,1,1.0,1.0,0,1,1,0,1,0.0,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,1
2786,2787,2,0,4,59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,17,30,4,0,1,1,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2967,2968,3,1,8,153,3,1,0,0,0,0,0,0,0,46,1,1,0,0,1,0,20,126,0,0,0,0,0.0,0.0416666667,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
2504,2505,3,1,3,86,0,0,0,0,0,0,2,1,0,11,1,0,0,0,1,0,24,28,26,0,0,0,1.0,0.8333333333,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1
5988,5989,3,1,18,131,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,16,108,0,0,0,0,0.0084745763,0.0112359551,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
8867,8868,1,0,2,53,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,29,0,0,0,0,0.1764705882,0.1444444444,0,1,0,0,0,0.1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
7164,7165,2,1,2,98,0,0,0,0,2,0,5,4,0,4,1,0,0,0,0,0,12,15,63,0,0,0,0.0727272727,0.0760869565,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
728,729,2,1,5,81,0,0,0,1,0,0,0,0,0,27,0,1,0,0,0,0,23,50,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
7587,7588,2,1,2,91,2,1,0,0,0,2,3,2,0,5,1,0,0,0,1,0,19,12,52,0,0,0,0.0,0.0,0,1,1,0,1,0.0,0,0,0,0,1,0,0,0,1,-1,1,-1,1,1,0
7543,7544,3,1,3,71,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,21,43,0,0,0,0,0.0277777778,0.2307692308,0,1,1,0,1,0.0277777778,0,0,0,0,1,1,0,0,1,0,1,-1,0,1,0
412,413,3,1,1,51,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,18,0,0,0,1,1.0,0.3846153846,1,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,1,0,0,-1,1
5745,5746,3,1,3,78,3,0,0,0,1,0,0,0,0,7,1,1,0,0,1,0,16,55,0,0,0,0,0.1044776119,0.2272727273,0,1,1,0,1,0.1044776119,0,0,0,0,1,1,0,0,1,-1,0,-1,1,1,0
7668,7669,2,0,3,84,0,0,0,0,6,0,0,0,0,7,1,1,0,0,1,0,12,65,0,0,0,0,0.0222222222,0.0731707317,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
825,826,1,0,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,14,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
3267,3268,2,1,4,59,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,20,32,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3974,3975,1,0,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,16,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8808,8809,1,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,19,0,0,0,0,0.2533333333,1.0,1,1,1,0,0,0.0133333333,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,0
8306,8307,2,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0.1,0.0833333333,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
417,418,2,0,2,49,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,10,32,0,0,0,0,0.5,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1
6748,6749,3,1,3,64,0,0,0,0,1,0,0,0,0,13,1,1,0,0,0,0,26,31,0,0,0,0,0.0793319415,1.0,0,1,0,0,0,0.0208768267,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0
8967,8968,3,1,1,50,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,27,16,0,0,0,0,0.1568627451,0.8805970149,1,1,0,1,0,0.0326797386,0,0,0,0,0,1,0,0,1,1,-1,0,0,1,0
2082,2083,11,7,3,163,0,0,0,0,0,0,0,2,0,20,1,1,0,1,1,0,83,73,0,0,1,0,0.0,0.1153846154,0,1,1,0,1,0.9589041096,0,0,0,0,0,1,0,0,-1,-1,1,-1,1,-1,1
8945,8946,2,1,3,51,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,16,0,0,0,0,0.0217391304,0.0243902439,0,1,1,0,1,0.0217391304,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0
3373,3374,2,1,5,70,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,42,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
5726,5727,3,2,4,130,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,22,101,0,0,0,0,0.0136986301,0.2068965517,0,1,1,0,0,0.1369863014,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,0
4107,4108,3,1,3,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,22,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
4380,4381,3,1,1,37,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,23,7,0,0,0,0,0.75,0.9090909091,1,1,0,0,0,0.125,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
7723,7724,2,1,1,61,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,27,27,0,0,0,0,0.1097560976,0.9893617021,0,1,0,0,0,0.0487804878,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
1066,1067,4,1,7,132,0,0,0,0,3,0,0,0,0,6,1,1,0,0,0,0,19,106,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1
3913,3914,2,0,7,113,1,0,0,0,0,0,0,0,0,18,1,1,0,0,1,0,19,87,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
5536,5537,2,1,2,87,1,0,0,0,0,3,1,0,0,10,1,0,0,0,0,0,14,14,51,0,0,0,0.0681818182,0.2142857143,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
8002,8003,2,0,14,182,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,16,159,0,0,0,0,0.0172413793,0.0952380952,0,1,1,0,0,0.0344827586,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
5387,5388,1,0,4,121,13,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,10,104,0,0,0,0,0.0751633987,1.0,1,0,0,1,0,0.0522875817,0,0,0,0,0,1,0,0,1,-1,-1,0,-1,1,0
5732,5733,5,2,2,64,0,0,0,0,3,0,1,0,0,4,1,0,0,0,0,0,21,22,13,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
